MSSubClass,MSZoning,LotArea,LotShape,LotConfig,Neighborhood,HouseStyle,OverallQual,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtExposure,BsmtFinType1,TotalBsmtSF,HeatingQC,1stFlrSF,GrLivArea,FullBath,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,SaleType,SaleCondition,SalePrice
60,RL,7590,Reg,Inside,NAmes,2Story,6,1966,1966,Gable,VinylSd,VinylSd,BrkFace,TA,TA,CBlock,TA,No,BLQ,660,TA,660,1348,1,1,TA,6,1,Fa,Attchd,1966.0,RFn,2,453,WD,Normal,155000
20,RL,8973,Reg,Inside,NAmes,1Story,5,1958,1991,Gable,Plywood,Plywood,BrkFace,TA,TA,CBlock,TA,No,Rec,1008,TA,1053,1053,1,1,Ex,6,0,Na,2Types,1998.0,RFn,2,750,WD,Abnorml,150000
60,RL,14200,Reg,Corner,NAmes,2Story,7,1966,1966,Gable,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,TA,No,Rec,924,Ex,1216,2157,2,1,Gd,8,2,Gd,Attchd,1966.0,Fin,2,487,WD,Normal,226000
60,RL,12224,IR1,Corner,Gilbert,2Story,6,2000,2000,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,No,GLQ,992,Ex,1022,2054,2,1,Gd,7,1,TA,BuiltIn,2000.0,RFn,2,390,WD,Normal,244000
20,RL,7388,Reg,Corner,NAmes,1Story,5,1959,2002,Gable,MetalSd,MetalSd,None,TA,TA,CBlock,TA,No,Rec,1063,Gd,1327,1327,1,1,Gd,7,0,Na,Detchd,1974.0,Unf,2,624,WD,Normal,150750
20,RL,6853,IR1,Inside,Timber,1Story,8,2001,2002,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,No,GLQ,1267,Ex,1296,1296,2,1,Gd,6,0,Na,Attchd,2001.0,Fin,2,471,WD,Normal,220000
20,RL,10335,IR1,Inside,Sawyer,1Story,5,1968,1993,Gable,Plywood,Plywood,None,TA,TA,CBlock,TA,No,Rec,1461,Gd,1721,1721,2,1,TA,7,1,TA,Attchd,1968.0,RFn,2,440,WD,Normal,180000
20,RL,10400,Reg,Inside,NWAmes,1Story,7,1970,1970,Hip,Plywood,Plywood,BrkFace,TA,TA,PConc,TA,No,Unf,1304,Gd,1682,1682,2,1,TA,7,1,Gd,Attchd,1970.0,Unf,2,530,WD,Normal,174000
20,RL,10355,IR1,Corner,NAmes,1Story,5,1967,1967,Gable,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,TA,No,BLQ,1214,TA,1214,1214,2,1,TA,5,1,Fa,Attchd,1967.0,RFn,1,318,WD,Normal,143000
60,RL,9066,IR1,Inside,CollgCr,2Story,8,1999,2000,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,Mn,GLQ,1004,Ex,1004,1852,2,1,Gd,7,2,TA,Attchd,1999.0,Fin,3,660,WD,Normal,230000
60,RL,15426,IR1,Inside,CollgCr,2Story,6,1997,1997,Gable,VinylSd,VinylSd,None,TA,TA,PConc,Gd,No,GLQ,928,Ex,928,1764,2,1,Gd,7,0,Na,Attchd,1997.0,RFn,2,470,WD,Normal,231500
20,RL,11645,Reg,Inside,CollgCr,1Story,7,2005,2005,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,Av,GLQ,1734,Ex,1734,1734,2,1,Gd,7,0,Na,Attchd,2005.0,Fin,2,660,WD,Normal,260000
50,RL,8520,Reg,Corner,NAmes,1.5Fin,5,1952,1952,Gable,BrkFace,Wd Sdng,None,TA,Fa,CBlock,TA,No,Rec,910,Fa,910,1385,2,1,TA,6,0,Na,Detchd,2000.0,Unf,2,720,WD,Normal,166000
20,RL,10335,IR1,Inside,CollgCr,1Story,7,1999,1999,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,Gd,GLQ,1490,Ex,1501,1501,2,1,Gd,6,0,Na,Attchd,1999.0,RFn,2,577,WD,Normal,204000
160,RM,2522,Reg,Inside,Edwards,2Story,6,2004,2006,Gable,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,No,Unf,970,Ex,970,1709,2,1,Gd,7,0,Na,Detchd,2004.0,Unf,2,380,WD,Normal,130000
30,RM,6120,Reg,Corner,BrkSide,1Story,5,1931,1993,Gable,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,No,BLQ,715,TA,875,875,1,1,TA,5,0,Na,Detchd,1931.0,Unf,1,180,WD,Normal,105000
60,RL,9505,IR1,CulDSac,Gilbert,2Story,7,2001,2001,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,No,Unf,884,Ex,884,2035,2,1,Gd,8,1,Gd,BuiltIn,2001.0,Fin,2,434,WD,Normal,222500
50,RM,6240,Reg,Inside,BrkSide,1.5Fin,5,1936,1950,Gable,MetalSd,MetalSd,None,TA,TA,BrkTil,Gd,No,Unf,896,Gd,896,1344,1,1,TA,7,0,Na,Detchd,1936.0,Unf,1,240,WD,Normal,115000
20,RL,10356,Reg,Corner,CollgCr,1Story,5,1975,1975,Gable,HdBoard,HdBoard,None,TA,TA,CBlock,TA,Av,BLQ,969,TA,969,969,1,1,TA,5,0,Na,Attchd,1975.0,Unf,2,440,WD,Normal,122000
20,RL,13891,Reg,Inside,NridgHt,1Story,8,2007,2008,Hip,VinylSd,VinylSd,Stone,Gd,TA,PConc,Ex,Gd,GLQ,1710,Ex,1710,1710,2,1,Gd,6,1,Gd,Attchd,2007.0,RFn,3,866,New,Partial,372402
60,RL,14803,IR1,CulDSac,NWAmes,2Story,6,1971,1971,Gable,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,No,Rec,825,Gd,1097,1993,2,1,TA,8,1,Gd,Attchd,1971.0,RFn,2,495,WD,Normal,190000
20,RL,13500,Reg,Inside,ClearCr,1Story,6,1960,1975,Flat,BrkFace,Plywood,None,TA,TA,CBlock,Gd,Gd,BLQ,1602,Gd,1252,1252,1,1,TA,4,1,Gd,Attchd,1960.0,RFn,2,564,WD,Normal,235000
30,RM,11340,Reg,Corner,OldTown,1Story,6,1923,1950,Gable,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,No,Unf,1200,TA,1200,1200,1,1,TA,7,0,Na,Detchd,1923.0,Unf,1,312,WD,Family,125000
60,RL,12003,Reg,Corner,Timber,2Story,8,2009,2010,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,No,Unf,774,Ex,774,1968,2,1,Ex,8,1,Gd,BuiltIn,2009.0,Fin,3,680,New,Partial,269500
60,FV,12552,Reg,Corner,Somerst,2Story,7,2004,2005,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,No,GLQ,991,Ex,991,1947,2,1,Gd,8,1,Gd,Attchd,2004.0,RFn,2,678,WD,Normal,254900
60,RL,19378,IR1,Corner,Gilbert,2Story,7,2005,2006,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,Mn,GLQ,1392,Ex,1392,2462,2,1,Gd,9,1,Gd,Attchd,2006.0,RFn,2,576,New,Partial,320000
20,RL,11120,IR1,CulDSac,Veenker,1Story,6,1984,1984,Gable,Plywood,Plywood,None,TA,TA,PConc,Gd,No,BLQ,1232,TA,1232,1232,2,1,TA,6,0,Na,Attchd,1984.0,Unf,2,516,WD,Normal,162500
60,RL,13688,IR1,Inside,NridgHt,2Story,9,2003,2004,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,Av,GLQ,1572,Ex,1572,2668,2,1,Ex,10,2,Gd,BuiltIn,2003.0,Fin,3,726,WD,Normal,412500
20,RL,12182,Reg,Corner,NridgHt,1Story,7,2005,2005,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,Mn,BLQ,1541,Ex,1541,1541,2,1,Gd,7,1,Gd,Attchd,2005.0,RFn,2,532,New,Partial,220000
40,RM,5400,Reg,Corner,OldTown,1Story,6,1926,2004,Gable,MetalSd,MetalSd,None,TA,Gd,BrkTil,TA,Mn,LwQ,1149,Gd,1149,1616,2,1,Gd,5,0,Na,Detchd,1926.0,Unf,1,216,WD,Normal,152000
60,RL,10562,Reg,Inside,NridgHt,2Story,8,2007,2007,Gable,VinylSd,VinylSd,Stone,Gd,TA,PConc,Ex,No,GLQ,1582,Ex,1610,2161,1,1,Ex,8,1,Gd,Attchd,2007.0,Fin,3,789,New,Partial,325624
60,RL,8244,IR1,Inside,Gilbert,2Story,7,2004,2004,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,No,Unf,840,Ex,840,1720,2,1,Gd,7,1,Gd,Attchd,2004.0,Fin,2,440,WD,Normal,183500
20,RL,16669,IR1,Corner,Timber,1Story,8,1981,1981,Hip,Plywood,Plywood,BrkFace,Gd,TA,CBlock,Gd,No,Unf,1686,TA,1707,1707,2,1,TA,6,1,TA,Attchd,1981.0,RFn,2,511,WD,Normal,228000
50,RM,12358,IR1,Inside,OldTown,1.5Fin,5,1941,1950,Gable,MetalSd,MetalSd,None,TA,TA,CBlock,TA,No,Rec,720,TA,854,1382,1,1,TA,7,0,Na,Detchd,1991.0,Unf,2,660,WD,Normal,128500
160,RL,5306,IR1,Inside,StoneBr,2Story,7,1987,1987,Gable,HdBoard,HdBoard,None,Gd,Gd,PConc,Gd,No,GLQ,1064,Gd,1064,1767,2,1,Gd,5,1,TA,Attchd,1987.0,RFn,2,504,WD,Normal,239000
20,RL,10197,IR1,Inside,NAmes,1Story,6,1961,1961,Gable,WdShing,Wd Shng,BrkCmn,TA,TA,CBlock,TA,No,ALQ,1362,TA,1362,1362,1,1,TA,6,1,TA,Attchd,1961.0,Unf,2,504,COD,Normal,163000
20,RL,12416,IR1,Inside,Timber,1Story,6,1986,1986,Gable,VinylSd,Plywood,Stone,TA,TA,CBlock,Gd,No,ALQ,1606,TA,1651,1651,2,1,TA,7,1,TA,Attchd,1986.0,Fin,2,616,WD,Normal,184000
20,RL,12615,Reg,Corner,Edwards,1Story,6,1950,2001,Gable,WdShing,Wd Shng,None,TA,TA,CBlock,TA,Av,ALQ,1202,TA,2158,2158,2,1,Gd,7,1,Gd,Attchd,1950.0,Unf,2,576,WD,Normal,243000
60,RL,10029,IR1,Corner,ClearCr,2Story,6,1988,1989,Gable,Plywood,Plywood,BrkFace,Gd,TA,PConc,Gd,No,GLQ,1151,TA,1164,2060,2,1,TA,8,1,TA,Attchd,1988.0,Unf,2,521,WD,Normal,211000
50,RL,13650,Reg,Inside,Sawyer,1.5Fin,5,1958,1958,Gable,MetalSd,MetalSd,None,Gd,Gd,CBlock,TA,No,ALQ,1052,Ex,1252,1920,2,1,Gd,8,1,Gd,Attchd,1958.0,Unf,2,451,WD,Normal,172500
30,RM,8520,Reg,Inside,OldTown,1Story,5,1923,2006,Gable,Wd Sdng,Wd Sdng,None,Gd,TA,CBlock,TA,No,Unf,968,TA,968,968,1,1,TA,5,0,Na,Detchd,1935.0,Unf,2,480,WD,Normal,100000
160,FV,2117,Reg,Inside,Somerst,2Story,6,2000,2000,Gable,MetalSd,MetalSd,BrkFace,Gd,TA,PConc,Gd,No,GLQ,756,Ex,769,1525,2,1,Gd,5,1,TA,Detchd,2000.0,Unf,2,440,WD,Normal,177000
70,RL,7588,Reg,Inside,Crawfor,2Story,7,1920,1950,Gable,Stucco,Stucco,None,TA,TA,BrkTil,Fa,No,LwQ,793,Gd,901,1802,1,1,TA,9,1,Gd,Detchd,1920.0,Unf,1,216,WD,Normal,200100
50,RM,11426,Reg,Inside,OldTown,1.5Fin,7,2003,2003,Gable,VinylSd,VinylSd,None,TA,TA,PConc,Gd,No,Unf,1362,Ex,1362,2082,2,1,Gd,6,0,Na,Detchd,2003.0,Unf,2,484,WD,Normal,200000
80,RL,9947,IR1,CulDSac,Mitchel,SLvl,7,1990,1991,Gable,HdBoard,HdBoard,None,TA,TA,PConc,Gd,Av,GLQ,1188,Ex,1217,1217,2,1,Gd,6,0,Na,Attchd,1990.0,Unf,2,497,WD,Normal,173000
50,RL,10410,Reg,Inside,OldTown,1.5Fin,5,1916,1987,Gable,HdBoard,HdBoard,None,TA,TA,CBlock,Fa,No,Unf,660,Ex,808,1656,2,1,TA,8,0,Na,Detchd,1916.0,Unf,1,180,WD,Normal,135000
90,RL,7018,Reg,Inside,SawyerW,SFoyer,5,1979,1979,Gable,Plywood,Plywood,Stone,TA,TA,CBlock,Gd,Av,GLQ,1086,TA,1224,1224,0,2,TA,6,2,TA,Detchd,1979.0,Unf,2,528,WD,Alloca,153337
20,RL,9017,IR1,Inside,CollgCr,1Story,7,1999,1999,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,Av,GLQ,1431,Ex,1431,1431,2,1,Gd,6,0,Na,Attchd,1999.0,Fin,2,666,WD,Normal,192000
160,RM,2522,Reg,Inside,Edwards,2Story,7,2004,2004,Gable,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,No,Unf,970,Ex,970,1709,2,1,Gd,7,0,Na,Detchd,2004.0,Unf,2,380,WD,Normal,130000
20,RL,7180,IR1,Inside,CollgCr,1Story,5,1972,1972,Hip,HdBoard,HdBoard,None,TA,TA,CBlock,TA,Av,ALQ,864,TA,864,864,1,1,TA,5,0,Na,Detchd,1989.0,Unf,1,352,WD,Normal,127000
160,RL,2280,Reg,FR2,NPkVill,2Story,6,1976,1976,Gable,Plywood,Brk Cmn,None,TA,TA,CBlock,Gd,No,ALQ,855,TA,855,1456,2,1,TA,7,1,TA,Attchd,1976.0,Unf,2,440,WD,Normal,148500
20,RL,9416,Reg,Inside,Somerst,1Story,7,2007,2007,Hip,CemntBd,CmentBd,Stone,Ex,TA,PConc,Ex,No,GLQ,1726,Ex,1726,1726,2,1,Ex,8,1,Gd,Attchd,2007.0,Fin,3,786,New,Partial,311872
20,RL,9591,Reg,Inside,NridgHt,1Story,8,2004,2005,Hip,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,Av,GLQ,1713,Ex,1713,1713,2,1,Ex,7,1,Gd,Attchd,2004.0,Fin,3,856,WD,Normal,274900
20,RM,8546,Reg,Corner,Edwards,1Story,4,2003,2004,Gable,VinylSd,VinylSd,None,TA,TA,PConc,Gd,No,Unf,1121,Ex,1121,1121,2,1,TA,5,0,Na,Attchd,2003.0,RFn,2,440,WD,Normal,140000
20,RL,10125,Reg,Inside,Mitchel,1Story,6,1977,1977,Gable,Plywood,Plywood,None,TA,TA,CBlock,TA,No,ALQ,1196,TA,1279,1279,2,1,TA,6,2,Fa,Detchd,1980.0,Unf,2,473,WD,Normal,171500
50,RL,7000,Reg,Corner,OldTown,1.5Fin,6,1924,1950,Gable,MetalSd,MetalSd,None,TA,Gd,BrkTil,Fa,No,LwQ,617,Gd,865,1310,2,1,TA,6,0,Na,Attchd,1924.0,Unf,1,398,COD,Normal,112000
120,RM,4438,Reg,Inside,CollgCr,1Story,6,2004,2004,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,Av,GLQ,848,Ex,848,848,1,1,Gd,3,1,Gd,Attchd,2004.0,RFn,2,420,WD,Normal,149000
50,RM,3500,Reg,Inside,OldTown,1.5Fin,5,1947,1950,Gable,AsbShng,AsbShng,None,TA,TA,CBlock,TA,No,LwQ,720,TA,720,1284,1,1,TA,5,0,Na,Detchd,1948.0,Unf,1,240,WD,Normal,110000
20,RL,11851,Reg,Corner,Gilbert,1Story,7,1990,1990,Gable,HdBoard,HdBoard,None,TA,TA,PConc,Gd,No,Unf,1424,Ex,1442,1442,2,1,TA,5,0,Na,Attchd,1990.0,RFn,2,500,WD,Normal,180500
20,RL,13673,IR1,CulDSac,Sawyer,1Story,5,1962,1962,Gable,HdBoard,HdBoard,None,TA,Gd,CBlock,TA,No,Unf,1140,TA,1696,1696,1,1,TA,8,1,TA,Attchd,1962.0,RFn,1,349,WD,Normal,143900
20,RL,12493,IR1,Inside,NAmes,1Story,4,1960,1960,Gable,Wd Sdng,Wd Sdng,None,TA,TA,PConc,TA,No,ALQ,1100,TA,1100,1100,1,1,TA,6,1,Po,Attchd,1960.0,RFn,1,312,WD,Normal,141000
60,RL,14364,IR1,Inside,SawyerW,2Story,7,1988,1989,Gable,Plywood,Plywood,BrkFace,Gd,TA,CBlock,Gd,Gd,GLQ,1157,Ex,1180,2062,2,1,TA,7,1,Gd,Attchd,1988.0,Fin,2,454,WD,Normal,277000
20,RL,8250,Reg,Inside,NAmes,1Story,6,1964,1964,Hip,HdBoard,HdBoard,Stone,TA,TA,CBlock,Gd,No,Rec,1092,Ex,1092,1092,1,1,TA,6,0,Na,Attchd,1964.0,RFn,2,504,WD,Normal,145000
20,RL,10420,Reg,Corner,Edwards,1Story,6,2009,2009,Gable,VinylSd,VinylSd,None,TA,TA,PConc,Gd,Mn,GLQ,1212,Ex,1212,1212,2,1,Gd,6,0,Na,Attchd,2009.0,RFn,2,460,WD,Normal,186000
60,FV,8640,Reg,Inside,Somerst,2Story,7,2009,2009,Gable,VinylSd,VinylSd,None,TA,TA,PConc,Gd,No,GLQ,900,Ex,932,1852,2,1,Gd,7,1,TA,Attchd,2009.0,RFn,2,644,New,Partial,252678
20,RL,13568,IR2,CulDSac,CollgCr,1Story,5,1995,1995,Gable,VinylSd,VinylSd,None,TA,TA,PConc,Gd,No,ALQ,990,Ex,990,990,1,1,TA,5,0,Na,Attchd,1996.0,Unf,2,576,WD,Normal,156000
60,RL,10900,IR1,FR2,CollgCr,2Story,6,1977,1977,Gable,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,Gd,No,GLQ,689,Ex,689,1392,1,1,TA,6,0,Na,Attchd,1977.0,Fin,1,299,WD,Normal,161750
20,RL,10011,IR1,Inside,NAmes,1Story,5,1957,1996,Gable,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,No,BLQ,1070,TA,1236,1236,1,1,Gd,6,1,Fa,Attchd,1957.0,Unf,1,447,WD,Normal,134450
20,RL,8450,Reg,Inside,CollgCr,1Story,7,2004,2004,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,Mn,GLQ,1436,Ex,1436,1436,2,1,Gd,8,0,Na,Attchd,2004.0,Unf,2,484,WD,Normal,210000
70,RM,9906,Reg,Inside,OldTown,2Story,4,1925,1950,Gable,MetalSd,MetalSd,None,TA,TA,CBlock,TA,No,Unf,686,Fa,810,1328,1,1,TA,8,0,Na,Detchd,1940.0,Unf,1,210,WD,Family,107000
120,RL,3010,Reg,Inside,Blmngtn,1Story,7,2005,2006,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,Av,GLQ,1248,Ex,1248,1248,2,1,Gd,5,0,Na,Attchd,2005.0,Fin,2,438,New,Partial,167240
20,RL,8990,IR1,Inside,CollgCr,1Story,7,2006,2006,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,Mn,Unf,1498,Ex,1498,1498,2,1,Gd,5,0,Na,Attchd,2006.0,RFn,2,675,New,Partial,204900
60,RL,8068,IR1,Inside,Gilbert,2Story,6,2002,2002,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,No,Unf,1010,Ex,1010,2267,2,1,Gd,8,1,TA,BuiltIn,2002.0,RFn,2,390,ConLI,Normal,200000
60,RL,11475,Reg,Inside,NWAmes,2Story,6,1975,1975,Gable,VinylSd,VinylSd,None,TA,TA,CBlock,Gd,No,ALQ,713,TA,811,1552,2,1,TA,6,1,TA,Attchd,1975.0,RFn,2,434,WD,Normal,179900
20,RL,10500,Reg,FR2,NAmes,1Story,4,1971,1971,Gable,HdBoard,HdBoard,None,TA,TA,CBlock,TA,No,ALQ,864,Gd,864,864,1,1,TA,4,0,Na,Detchd,1989.0,Unf,2,576,WD,Abnorml,97000
160,RM,1680,Reg,Inside,BrDale,2Story,5,1971,1971,Gable,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,No,Unf,630,TA,630,1302,2,1,TA,6,0,Na,Detchd,1991.0,Unf,1,280,COD,Abnorml,112000
60,RL,9950,IR1,Inside,NoRidge,2Story,7,1995,1995,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,No,GLQ,1203,Ex,1214,2520,2,1,Gd,9,1,TA,Attchd,1995.0,RFn,3,721,WD,Abnorml,290000
160,RM,1869,Reg,Inside,BrDale,2Story,6,1970,1970,Gable,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,No,Rec,483,TA,483,987,1,1,TA,5,0,Na,Detchd,1987.0,Unf,1,280,WD,Normal,106000
20,RL,8521,Reg,FR2,Sawyer,1Story,5,1967,1967,Gable,HdBoard,HdBoard,None,TA,TA,CBlock,TA,No,ALQ,912,TA,912,912,1,1,TA,5,1,Fa,Detchd,1974.0,Unf,1,336,WD,Normal,125000
120,RL,3182,Reg,Inside,Blmngtn,1Story,7,2005,2006,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,Av,GLQ,1373,Ex,1555,1555,2,1,Gd,7,1,TA,Attchd,2005.0,Fin,2,430,WD,Normal,192500
20,RL,8760,Reg,Inside,NAmes,1Story,6,1959,1959,Hip,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,TA,No,Unf,1194,TA,1194,1194,1,1,TA,6,0,Na,Attchd,1959.0,RFn,1,312,WD,Normal,148000
160,RM,1680,Reg,Inside,BrDale,2Story,6,1972,1972,Gable,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,No,Unf,483,TA,483,987,1,1,TA,5,1,Po,Attchd,1972.0,Unf,1,288,WD,Normal,94500
20,RL,10650,Reg,Corner,CollgCr,1Story,5,1976,1976,Gable,HdBoard,HdBoard,None,TA,TA,CBlock,TA,Av,LwQ,894,TA,894,894,1,1,TA,5,0,Na,Attchd,1976.0,Unf,1,308,WD,Normal,128200
20,RL,8773,Reg,FR2,CollgCr,1Story,7,2004,2004,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,Av,GLQ,1414,Ex,1414,1414,2,1,Gd,6,0,Na,Attchd,2004.0,RFn,2,494,WD,Normal,185500
60,RL,9453,IR1,CulDSac,SawyerW,2Story,7,1993,2003,Gable,HdBoard,HdBoard,None,Gd,TA,PConc,Gd,No,BLQ,996,Ex,1014,1744,2,1,Gd,7,0,Na,Attchd,1993.0,RFn,2,457,WD,Normal,194500
20,RL,12030,Reg,Inside,NridgHt,1Story,8,2007,2007,Hip,VinylSd,VinylSd,BrkFace,Ex,TA,PConc,Ex,No,Unf,1694,Ex,1694,1694,2,1,Gd,7,0,Na,Attchd,2007.0,Fin,3,818,New,Partial,318000
50,RL,8741,Reg,Inside,Edwards,1.5Fin,6,1945,1950,Gable,VinylSd,VinylSd,None,TA,TA,CBlock,TA,No,LwQ,735,TA,798,1487,1,1,TA,7,1,Gd,Detchd,1949.0,Unf,1,220,WD,Normal,113000
20,FV,9000,Reg,Inside,Somerst,1Story,8,2008,2008,Gable,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,Av,GLQ,1566,Ex,1566,1566,2,1,Gd,7,0,Na,Attchd,2008.0,RFn,2,750,WD,Normal,262500
50,RM,5000,Reg,Corner,OldTown,1.5Fin,5,1900,1950,Gable,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,No,Unf,540,Gd,889,1440,1,1,TA,6,0,Na,Attchd,1940.0,Unf,1,352,WD,Normal,79000
160,RL,10762,Reg,Corner,SawyerW,2Story,6,1980,1980,Gable,Plywood,Plywood,None,TA,TA,CBlock,Gd,No,Unf,626,TA,626,1217,1,1,TA,6,1,TA,Attchd,1980.0,RFn,1,288,WD,Normal,120000
60,RL,8880,IR1,Inside,SawyerW,2Story,7,1994,2002,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,No,GLQ,948,Ex,1222,2110,2,1,Gd,8,2,Fa,Attchd,1994.0,RFn,2,463,WD,Normal,205000
20,RL,10400,Reg,Inside,NWAmes,1Story,7,1988,1988,Gable,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,Gd,Av,GLQ,1845,Gd,1872,1872,2,1,TA,6,1,TA,Attchd,1988.0,Fin,2,604,WD,Normal,241500
20,RL,11310,Reg,Inside,NAmes,1Story,6,1954,1954,Hip,Wd Sdng,BrkFace,None,TA,TA,CBlock,TA,No,Unf,1367,Ex,1375,1375,1,1,TA,5,1,TA,Attchd,1954.0,Unf,2,451,WD,Normal,140000
60,RL,11317,Reg,Inside,CollgCr,2Story,7,2003,2003,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,No,Unf,840,Ex,840,1668,2,1,Gd,8,0,Na,Attchd,2003.0,RFn,2,500,WD,Normal,180000
120,RM,4750,IR1,Inside,Crawfor,1Story,8,2006,2007,Hip,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,Gd,GLQ,1573,Ex,1625,1625,2,1,Gd,5,1,Gd,Attchd,2006.0,Fin,2,538,WD,Family,235000
60,RL,8366,IR1,Inside,SawyerW,2Story,6,2004,2004,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,No,Unf,798,Ex,798,1640,2,1,Gd,6,0,Na,Attchd,2004.0,RFn,2,520,WD,Normal,173000
80,RL,9350,Reg,Inside,NAmes,SLvl,6,1964,1991,Hip,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,Gd,Gd,LwQ,1302,Ex,1302,1302,2,1,Gd,7,0,Na,Attchd,1964.0,RFn,1,309,CWD,Normal,158000
20,RL,8400,Reg,Inside,NAmes,1Story,5,1957,1957,Gable,MetalSd,MetalSd,None,TA,Gd,CBlock,TA,No,Rec,1314,TA,1314,1314,1,1,TA,5,0,Na,Attchd,1957.0,RFn,1,294,WD,Normal,145000
60,RL,8738,IR1,Inside,Gilbert,2Story,7,1999,1999,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,No,Unf,975,Ex,1005,2291,2,1,Gd,8,1,TA,BuiltIn,1999.0,Fin,2,429,WD,Normal,230000
60,FV,8791,IR1,Inside,Somerst,2Story,6,2003,2003,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,No,Rec,864,Ex,864,1728,2,1,Gd,7,0,Na,Attchd,2003.0,RFn,2,673,WD,Normal,207500
20,RL,8814,Reg,Inside,CollgCr,1Story,7,2006,2006,Gable,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,No,GLQ,1604,Ex,1604,1604,2,1,Gd,8,1,Gd,Attchd,2006.0,RFn,2,660,WD,Abnorml,220000
60,RL,12435,Reg,Inside,CollgCr,2Story,7,2001,2001,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,No,GLQ,963,Ex,963,1792,2,1,Gd,7,1,TA,Attchd,2001.0,RFn,2,564,WD,Normal,231500
80,RL,19296,Reg,Corner,NAmes,SLvl,6,1962,1962,Gable,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,TA,Gd,Rec,1362,TA,1382,1382,1,1,TA,6,1,TA,Attchd,1991.0,Unf,2,884,WD,Normal,176000
60,RL,9588,IR1,Inside,CollgCr,2Story,8,2007,2007,Gable,CemntBd,CmentBd,Stone,Gd,TA,PConc,Ex,No,Unf,1482,Ex,1482,2574,2,1,Ex,10,1,Gd,BuiltIn,2007.0,Fin,3,868,New,Partial,276000
80,RL,8471,IR1,Corner,Sawyer,SLvl,6,1977,1995,Gable,HdBoard,Plywood,BrkFace,TA,TA,CBlock,Gd,Av,ALQ,506,TA,1212,1212,1,1,TA,6,1,TA,Attchd,1978.0,Unf,2,492,WD,Normal,151000
